src_ip,dst_ip,Source Port,Destination Port,Protocol,Flow Duration,Total Packets,Total Length of Packets,Packet Length Max,Packet Length Min,Packet Length Mean,Packet Length Std,Label
10.0.0.30,172.16.0.1,50755,6001,6,0.022,3,162,54,54,54,0,RST-ACK Flood
10.0.0.35,172.16.0.1,53604,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.29,172.16.0.1,42302,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.91,172.16.0.1,33874,6001,6,0.206,3,162,54,54,54,0,RST-ACK Flood
10.0.0.39,172.16.0.1,56552,6001,6,0.077,3,162,54,54,54,0,RST-ACK Flood
10.0.0.41,172.16.0.1,60678,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.9,172.16.0.4,17297,8080,17,31.821,3,282,94,94,94,0,UDP Flood
10.0.0.2,172.16.0.1,48796,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.17,172.16.0.1,52792,6001,6,0.09,3,162,54,54,54,0,RST-ACK Flood
10.0.0.13,172.16.0.1,45093,6001,6,0.315,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50756,6001,6,0.008,3,162,54,54,54,0,RST-ACK Flood
10.0.0.92,172.16.0.1,47824,6001,6,0.024,3,162,54,54,54,0,RST-ACK Flood
10.0.0.34,172.16.0.1,48150,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.26,172.16.0.1,57310,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.53,172.16.0.1,46756,6001,6,0.014,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.55,172.16.0.1,43068,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.72,172.16.0.1,50670,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.93,172.16.0.2,12475,443,6,14.392,2,132,78,54,66,16.97056275,SYN Flood
10.0.0.48,172.16.0.1,56598,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.56,172.16.0.1,36498,6001,6,0.033,3,162,54,54,54,0,RST-ACK Flood
10.0.0.65,172.16.0.1,40198,6001,6,0.019,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.46,172.16.0.1,39838,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.39,172.16.0.1,56553,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.39,172.16.0.1,56554,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.49,172.16.0.1,58456,6001,6,0.037,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.75,172.16.0.1,40552,6001,6,0.545,3,162,54,54,54,0,RST-ACK Flood
10.0.0.37,172.16.0.1,51300,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.60,172.16.0.1,47200,6001,6,0.056,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.94,172.16.0.1,35736,6001,6,0.008,3,162,54,54,54,0,RST-ACK Flood
10.0.0.49,172.16.0.1,58458,6001,6,0.068,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.14,172.16.0.1,48282,6001,6,0.01,3,162,54,54,54,0,RST-ACK Flood
10.0.0.1,172.16.0.1,53340,6001,6,0.009,5,294,66,54,58.8,6.57267069,RST-ACK Flood
10.0.0.4,172.16.0.1,47258,6001,6,0.019,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.95,172.16.0.1,42226,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.96,172.16.0.2,2312,443,6,38.564,6,324,54,54,54,0,RST Flood
10.0.0.27,172.16.0.1,48602,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.64,172.16.0.1,37912,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.42,172.16.0.1,37166,6001,6,0.06,3,162,54,54,54,0,RST-ACK Flood
10.0.0.97,172.16.0.1,33156,6001,6,0.528,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.50,172.16.0.1,35036,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.51,172.16.0.1,55576,6001,6,0.392,3,162,54,54,54,0,RST-ACK Flood
10.0.0.98,172.16.0.2,34862,443,6,19.637,2,128,74,54,64,14.14213562,SYN Flood
10.0.0.53,172.16.0.1,46758,6001,6,0.001,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.54,172.16.0.1,52864,6001,6,0.836,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.99,172.16.0.1,58646,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.29,172.16.0.1,42303,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50757,6001,6,0.008,3,162,54,54,54,0,RST-ACK Flood
10.0.0.100,172.16.0.1,51203,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.34,172.16.0.1,48152,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.35,172.16.0.1,53606,6001,6,0.251,3,162,54,54,54,0,RST-ACK Flood
10.0.0.101,172.16.0.1,41639,6001,6,0.142,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.67,172.16.0.1,52070,6001,6,0.007,3,162,54,54,54,0,RST-ACK Flood
10.0.0.47,172.16.0.1,48312,6001,6,0.038,3,162,54,54,54,0,RST-ACK Flood
10.0.0.48,172.16.0.1,56600,6001,6,0.038,3,162,54,54,54,0,RST-ACK Flood
10.0.0.2,172.16.0.1,48798,6001,6,0.015,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.5,172.16.0.1,45994,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.4,172.16.0.1,47260,6001,6,0.756,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.14,172.16.0.1,48284,6001,6,0.02,3,162,54,54,54,0,RST-ACK Flood
10.0.0.35,172.16.0.1,53608,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.27,172.16.0.1,48604,6001,6,0.487,3,162,54,54,54,0,RST-ACK Flood
10.0.0.46,172.16.0.1,39840,6001,6,0.005,3,162,54,54,54,0,RST-ACK Flood
10.0.0.68,172.16.0.1,38330,6001,6,0.008,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.46,172.16.0.1,39842,6001,6,0.005,3,162,54,54,54,0,RST-ACK Flood
10.0.0.71,172.16.0.1,49992,6001,6,0.273,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.102,172.16.0.1,33202,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.9,172.16.0.4,19407,8080,17,35.89,3,330,110,110,110,0,UDP Flood
10.0.0.38,172.16.0.1,45895,6001,6,0.018,3,162,54,54,54,0,RST-ACK Flood
10.0.0.103,172.16.0.1,44972,6001,6,0.101,3,162,54,54,54,0,RST-ACK Flood
10.0.0.104,172.16.0.2,30646,443,6,12.605,2,128,74,54,64,14.14213562,SYN Flood
10.0.0.50,172.16.0.1,35038,6001,6,2.512,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.58,172.16.0.1,60073,6001,6,2.507,3,162,54,54,54,0,RST-ACK Flood
10.0.0.56,172.16.0.1,36500,6001,6,0.02,3,162,54,54,54,0,RST-ACK Flood
10.0.0.81,172.16.0.1,33541,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.70,172.16.0.1,45066,6001,6,0.028,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.46,172.16.0.1,39844,6001,6,0.599,3,162,54,54,54,0,RST-ACK Flood
10.0.0.40,172.16.0.1,59135,6001,6,0.013,3,162,54,54,54,0,RST-ACK Flood
10.0.0.105,172.16.0.1,33425,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.41,172.16.0.1,60680,6001,6,0.023,3,162,54,54,54,0,RST-ACK Flood
10.0.0.39,172.16.0.1,56555,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.14,172.16.0.1,48286,6001,6,0.006,3,162,54,54,54,0,RST-ACK Flood
10.0.0.1,172.16.0.1,53341,6001,6,0.051,5,294,66,54,58.8,6.57267069,RST-ACK Flood
10.0.0.13,172.16.0.1,45095,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.33,172.16.0.1,56413,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50758,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.106,172.16.0.1,41550,6001,6,0.014,3,162,54,54,54,0,RST-ACK Flood
10.0.0.64,172.16.0.1,37914,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.78,172.16.0.1,55752,6001,6,0.195,3,162,54,54,54,0,RST-ACK Flood
10.0.0.53,172.16.0.1,46760,6001,6,0.007,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.72,172.16.0.1,50671,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.53,172.16.0.1,46762,6001,6,1.986,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.14,172.16.0.1,48288,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.17,172.16.0.1,52794,6001,6,0.004,3,162,54,54,54,0,RST-ACK Flood
10.0.0.2,172.16.0.1,48800,6001,6,1.553,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.16,172.16.0.1,36968,6001,6,0.043,3,162,54,54,54,0,RST-ACK Flood
10.0.0.29,172.16.0.1,42304,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.27,172.16.0.1,48606,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.107,172.16.0.2,11368,443,6,0,1,54,54,54,54,0,RST Flood
10.0.0.35,172.16.0.1,53610,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50759,6001,6,1.997,3,162,54,54,54,0,RST-ACK Flood
10.0.0.48,172.16.0.1,56602,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.108,172.16.0.1,45216,6001,6,0.387,3,162,54,54,54,0,RST-ACK Flood
10.0.0.47,172.16.0.1,48314,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.109,172.16.0.2,28829,443,6,19.115,2,120,66,54,60,8.485281374,SYN Flood
10.0.0.110,172.16.0.1,21587,6001,6,0.065,3,162,54,54,54,0,RST-ACK Flood
10.0.0.1,172.16.0.1,53342,6001,6,0.004,5,294,66,54,58.8,6.57267069,RST-ACK Flood
10.0.0.4,172.16.0.1,47262,6001,6,0.383,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.3,172.16.0.1,36570,6001,6,0.317,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.57,172.16.0.1,44622,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.46,172.16.0.1,39846,6001,6,0.013,3,162,54,54,54,0,RST-ACK Flood
10.0.0.65,172.16.0.1,40200,6001,6,0.126,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.111,172.16.0.1,52474,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.63,172.16.0.1,36470,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.39,172.16.0.1,56556,6001,6,0.568,3,162,54,54,54,0,RST-ACK Flood
10.0.0.13,172.16.0.1,45097,6001,6,0.009,3,162,54,54,54,0,RST-ACK Flood
10.0.0.12,172.16.0.1,26133,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.14,172.16.0.1,48290,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.19,172.16.0.1,40001,6001,6,0.262,3,162,54,54,54,0,RST-ACK Flood
10.0.0.55,172.16.0.1,43070,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.72,172.16.0.1,50672,6001,6,0.067,3,162,54,54,54,0,RST-ACK Flood
10.0.0.52,172.16.0.1,34894,6001,6,0.881,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.53,172.16.0.1,46764,6001,6,0.238,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.49,172.16.0.1,58460,6001,6,0.004,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.66,172.16.0.1,55164,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.59,172.16.0.1,38194,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.60,172.16.0.1,47202,6001,6,0.793,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.112,172.16.0.2,16747,443,6,32.775,2,132,78,54,66,16.97056275,SYN Flood
10.0.0.48,172.16.0.1,56604,6001,6,0.05,3,162,54,54,54,0,RST-ACK Flood
10.0.0.67,172.16.0.1,52072,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.56,172.16.0.1,36502,6001,6,0.308,3,162,54,54,54,0,RST-ACK Flood
10.0.0.113,172.16.0.2,63614,443,6,18.169,2,132,78,54,66,16.97056275,SYN Flood
10.0.0.50,172.16.0.1,35040,6001,6,0.003,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.49,172.16.0.1,58462,6001,6,0.637,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.51,172.16.0.1,55578,6001,6,0.022,3,162,54,54,54,0,RST-ACK Flood
10.0.0.114,172.16.0.2,34168,443,6,28.595,2,128,74,54,64,14.14213562,SYN Flood
10.0.0.2,172.16.0.1,48802,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.1,172.16.0.1,53343,6001,6,0.002,5,294,66,54,58.8,6.57267069,RST-ACK Flood
10.0.0.4,172.16.0.1,47264,6001,6,0.392,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.14,172.16.0.1,48292,6001,6,0.388,3,162,54,54,54,0,RST-ACK Flood
10.0.0.34,172.16.0.1,48154,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.29,172.16.0.1,42305,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.35,172.16.0.1,53612,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.27,172.16.0.1,48608,6001,6,0.296,3,162,54,54,54,0,RST-ACK Flood
10.0.0.54,172.16.0.1,52866,6001,6,0.035,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.115,172.16.0.1,40244,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.53,172.16.0.1,46766,6001,6,0.602,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.62,172.16.0.1,34708,6001,6,0.637,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.116,172.16.0.1,60118,6001,6,0.045,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.46,172.16.0.1,39848,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.47,172.16.0.1,48316,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.48,172.16.0.1,56606,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.65,172.16.0.1,40202,6001,6,0.216,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.30,172.16.0.1,50760,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.34,172.16.0.1,48156,6001,6,0.033,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50761,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.29,172.16.0.1,42306,6001,6,0.008,3,162,54,54,54,0,RST-ACK Flood
10.0.0.10,172.16.0.1,56350,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.2,172.16.0.1,48804,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.16,172.16.0.1,36970,6001,6,0.323,3,162,54,54,54,0,RST-ACK Flood
10.0.0.35,172.16.0.1,53614,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.27,172.16.0.1,48614,6001,6,0.043,3,162,54,54,54,0,RST-ACK Flood
10.0.0.33,172.16.0.1,56414,6001,6,0.361,3,162,54,54,54,0,RST-ACK Flood
10.0.0.34,172.16.0.1,48158,6001,6,0.362,3,162,54,54,54,0,RST-ACK Flood
10.0.0.71,172.16.0.1,49994,6001,6,0.045,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.117,172.16.0.1,37182,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.46,172.16.0.1,39850,6001,6,0.338,3,162,54,54,54,0,RST-ACK Flood
10.0.0.50,172.16.0.1,35042,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.49,172.16.0.1,58464,6001,6,0.003,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.36,172.16.0.1,46692,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.37,172.16.0.1,51302,6001,6,0.353,3,162,54,54,54,0,RST-ACK Flood
10.0.0.118,172.16.0.2,17154,443,6,0,1,54,54,54,54,0,RST Flood
10.0.0.72,172.16.0.1,50674,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.53,172.16.0.1,46768,6001,6,0.296,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.55,172.16.0.1,43072,6001,6,0.284,3,162,54,54,54,0,RST-ACK Flood
10.0.0.1,172.16.0.1,53344,6001,6,0.495,5,294,66,54,58.8,6.57267069,RST-ACK Flood
10.0.0.21,172.16.0.1,60809,6001,6,0.043,3,162,54,54,54,0,RST-ACK Flood
10.0.0.14,172.16.0.1,48294,6001,6,0.029,3,162,54,54,54,0,RST-ACK Flood
10.0.0.13,172.16.0.1,45099,6001,6,0.423,3,162,54,54,54,0,RST-ACK Flood
10.0.0.75,172.16.0.1,40554,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.39,172.16.0.1,56557,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.41,172.16.0.1,60682,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.32,172.16.0.1,46955,6001,6,0.017,3,162,54,54,54,0,RST-ACK Flood
10.0.0.26,172.16.0.1,57312,6001,6,0.037,3,162,54,54,54,0,RST-ACK Flood
10.0.0.35,172.16.0.1,53616,6001,6,0.176,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50762,6001,6,0.173,3,162,54,54,54,0,RST-ACK Flood
10.0.0.81,172.16.0.1,33542,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.56,172.16.0.1,36504,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.46,172.16.0.1,39852,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.70,172.16.0.1,45068,6001,6,0.18,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.48,172.16.0.1,56608,6001,6,0.016,3,162,54,54,54,0,RST-ACK Flood
10.0.0.49,172.16.0.1,58466,6001,6,0.014,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.59,172.16.0.1,38196,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.85,172.16.0.1,41182,6001,6,0.033,3,162,54,54,54,0,RST-ACK Flood
10.0.0.119,172.16.0.1,42922,6001,6,0.033,3,162,54,54,54,0,RST-ACK Flood
10.0.0.88,172.16.0.1,44972,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.72,172.16.0.1,50675,6001,6,0.577,3,162,54,54,54,0,RST-ACK Flood
10.0.0.64,172.16.0.1,37916,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.34,172.16.0.1,48160,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.29,172.16.0.1,42307,6001,6,0.003,3,162,54,54,54,0,RST-ACK Flood
10.0.0.27,172.16.0.1,48616,6001,6,0.112,3,162,54,54,54,0,RST-ACK Flood
10.0.0.47,172.16.0.1,48318,6001,6,0.003,3,162,54,54,54,0,RST-ACK Flood
10.0.0.68,172.16.0.1,38331,6001,6,0.313,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.117,172.16.0.1,37184,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.57,172.16.0.1,44624,6001,6,0.294,3,162,54,54,54,0,RST-ACK Flood
10.0.0.38,172.16.0.1,45896,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.40,172.16.0.1,59136,6001,6,0.054,3,162,54,54,54,0,RST-ACK Flood
10.0.0.39,172.16.0.1,56558,6001,6,0.019,3,162,54,54,54,0,RST-ACK Flood
10.0.0.120,172.16.0.1,45218,6001,6,0.016,3,162,54,54,54,0,RST-ACK Flood
10.0.0.17,172.16.0.1,52796,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.22,172.16.0.1,52314,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.4,172.16.0.1,47266,6001,6,0.04,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.14,172.16.0.1,48296,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.1,172.16.0.1,53345,6001,6,0.079,5,294,66,54,58.8,6.57267069,RST-ACK Flood
10.0.0.42,172.16.0.1,37170,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50763,6001,6,0.024,3,162,54,54,54,0,RST-ACK Flood
10.0.0.27,172.16.0.1,48618,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.2,172.16.0.1,48806,6001,6,0.02,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.16,172.16.0.1,36972,6001,6,0.404,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.51,172.16.0.1,55580,6001,6,0.012,3,162,54,54,54,0,RST-ACK Flood
10.0.0.121,172.16.0.1,54606,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.50,172.16.0.1,35044,6001,6,0.059,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.49,172.16.0.1,58468,6001,6,0.323,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.56,172.16.0.1,36506,6001,6,0.003,3,162,54,54,54,0,RST-ACK Flood
10.0.0.46,172.16.0.1,39854,6001,6,0.009,3,162,54,54,54,0,RST-ACK Flood
10.0.0.67,172.16.0.1,52074,6001,6,0.001,3,162,54,54,54,0,RST-ACK Flood
10.0.0.65,172.16.0.1,40204,6001,6,0.014,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.48,172.16.0.1,56610,6001,6,0.003,3,162,54,54,54,0,RST-ACK Flood
10.0.0.61,172.16.0.1,23221,6001,6,0.041,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.39,172.16.0.1,56559,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.35,172.16.0.1,53618,6001,6,0.012,3,162,54,54,54,0,RST-ACK Flood
10.0.0.78,172.16.0.1,55754,6001,6,0.012,3,162,54,54,54,0,RST-ACK Flood
10.0.0.29,172.16.0.1,42308,6001,6,0.07,3,162,54,54,54,0,RST-ACK Flood
10.0.0.30,172.16.0.1,50764,6001,6,0.155,3,162,54,54,54,0,RST-ACK Flood
10.0.0.54,172.16.0.1,52868,6001,6,0.001,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.53,172.16.0.1,46770,6001,6,0.003,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.52,172.16.0.1,34896,6001,6,0.111,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.13,172.16.0.1,45101,6001,6,0.024,3,162,54,54,54,0,RST-ACK Flood
10.0.0.14,172.16.0.1,48298,6001,6,0.002,3,162,54,54,54,0,RST-ACK Flood
10.0.0.5,172.16.0.1,45995,6001,6,0.009,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.1,172.16.0.1,53346,6001,6,0.566,5,294,66,54,58.8,6.57267069,RST-ACK Flood
10.0.0.60,172.16.0.1,47204,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.50,172.16.0.1,35046,6001,6,0.002,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.72,172.16.0.1,50676,6001,6,0.016,3,162,54,54,54,0,RST-ACK Flood
10.0.0.9,172.16.0.4,17288,8080,17,20.122,2,1426,1328,98,713,869.7413409,UDP Flood
10.0.0.53,172.16.0.1,46772,6001,6,0.015,5,310,74,54,62,10.95445115,RST-ACK Flood
10.0.0.53,172.16.0.1,46774,6001,6,0.904,5,310,74,54,62,10.95445115,RST-ACK Flood
